,,,,,,,,
,,,,,,,,
,,,,,,,,
,numero,nome,voto,voto add,partido,uf,proposicao,data
,56,Pedro Chaves,Sim,,PSC,MS,impeachment dest,31.ago.2016
,57,Raimundo Lira,Não,,PMDB,PB,impeachment dest,31.ago.2016
,58,Randolfe Rodrigues,Não,,REDE,AP,impeachment dest,31.ago.2016
,59,Regina Sousa,Não,,PT,PI,impeachment dest,31.ago.2016
,60,Reguffe,Sim,,S/SIGLA,DF,impeachment dest,31.ago.2016
,61,Renan Calheiros,Não,,PMDB,AL,impeachment dest,31.ago.2016
,62,Ricardo Ferraço,Sim,,PSDB,ES,impeachment dest,31.ago.2016
,63,Roberto Muniz,Não,,PP,BA,impeachment dest,31.ago.2016
,64,Roberto Requião,Não,,PMDB,PR,impeachment dest,31.ago.2016
,65,Roberto Rocha,Não,,PSB,MA,impeachment dest,31.ago.2016
,66,Romário,Sim,,PODEMOS,RJ,impeachment dest,31.ago.2016
,67,Romero Jucá,Sim,,PMDB,RR,impeachment dest,31.ago.2016
,68,Ronaldo Caiado,Sim,,DEM,GO,impeachment dest,31.ago.2016
,69,Rose de Freitas,Não,,PMDB,ES,impeachment dest,31.ago.2016
,70,Sérgio Petecão,Sim,,PSD,AC,impeachment dest,31.ago.2016
,71,Simone Tebet,Sim,,PMDB,MS,impeachment dest,31.ago.2016
,72,Tasso Jereissati,Sim,,PSDB,CE,impeachment dest,31.ago.2016
,73,Telmário Mota,Não,,PTB,RR,impeachment dest,31.ago.2016
,74,Valdir Raupp,Abstenção,,PMDB,RO,impeachment dest,31.ago.2016
,75,Vanessa Grazziotin,Não,,PCDOB,AM,impeachment dest,31.ago.2016
,76,Vicentinho Alves,Não,,PR,TO,impeachment dest,31.ago.2016
,77,Waldemir Moka,Sim,,PMDB,MS,impeachment dest,31.ago.2016
,78,Wellington Fagundes,Não,,PR,MT,impeachment dest,31.ago.2016
,79,Wilder Morais,Sim,,PP,GO,impeachment dest,31.ago.2016
,80,Zeze Perrella,Sim,,PMDB,MG,impeachment dest,31.ago.2016
,,,,,,,,
,,,,,,,,
,,,,,,,,
,"LS – Licença saúde; MIS – Senador em missão (art. 40 do RISF – considerá-lo presente); NCom – Não compareceu; P-NRV – Presente – Não registrou voto; AP – Atividade política/cultural (art. 13 do RISF, caput); e LP – Licença particular.",,,,,,,
